filepath,filename,actor,gender,emotion_code,emotion,intensity,statement,repetition,modality,vocal_channel,duration_sec,label_encoded
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_20\03-01-08-02-01-01-20.wav,03-01-08-02-01-01-20.wav,20,female,8,surprised,strong,1,1,audio,speech,3.737,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_20\03-01-08-02-01-02-20.wav,03-01-08-02-01-02-20.wav,20,female,8,surprised,strong,1,2,audio,speech,3.237,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_20\03-01-08-02-02-01-20.wav,03-01-08-02-02-01-20.wav,20,female,8,surprised,strong,2,1,audio,speech,3.537,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_20\03-01-08-02-02-02-20.wav,03-01-08-02-02-02-20.wav,20,female,8,surprised,strong,2,2,audio,speech,3.437,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-01-01-01-01-21.wav,03-01-01-01-01-01-21.wav,21,male,1,neutral,normal,1,1,audio,speech,3.837,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-01-01-01-02-21.wav,03-01-01-01-01-02-21.wav,21,male,1,neutral,normal,1,2,audio,speech,3.971,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-01-01-02-01-21.wav,03-01-01-01-02-01-21.wav,21,male,1,neutral,normal,2,1,audio,speech,3.604,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-01-01-02-02-21.wav,03-01-01-01-02-02-21.wav,21,male,1,neutral,normal,2,2,audio,speech,3.67,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-02-01-01-01-21.wav,03-01-02-01-01-01-21.wav,21,male,2,calm,normal,1,1,audio,speech,4.037,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-02-01-01-02-21.wav,03-01-02-01-01-02-21.wav,21,male,2,calm,normal,1,2,audio,speech,4.004,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-02-01-02-01-21.wav,03-01-02-01-02-01-21.wav,21,male,2,calm,normal,2,1,audio,speech,3.804,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-02-01-02-02-21.wav,03-01-02-01-02-02-21.wav,21,male,2,calm,normal,2,2,audio,speech,4.071,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-02-02-01-01-21.wav,03-01-02-02-01-01-21.wav,21,male,2,calm,strong,1,1,audio,speech,4.004,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-02-02-01-02-21.wav,03-01-02-02-01-02-21.wav,21,male,2,calm,strong,1,2,audio,speech,4.171,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-02-02-02-01-21.wav,03-01-02-02-02-01-21.wav,21,male,2,calm,strong,2,1,audio,speech,4.137,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-02-02-02-02-21.wav,03-01-02-02-02-02-21.wav,21,male,2,calm,strong,2,2,audio,speech,3.971,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-03-01-01-01-21.wav,03-01-03-01-01-01-21.wav,21,male,3,happy,normal,1,1,audio,speech,3.837,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-03-01-01-02-21.wav,03-01-03-01-01-02-21.wav,21,male,3,happy,normal,1,2,audio,speech,3.804,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-03-01-02-01-21.wav,03-01-03-01-02-01-21.wav,21,male,3,happy,normal,2,1,audio,speech,3.704,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-03-01-02-02-21.wav,03-01-03-01-02-02-21.wav,21,male,3,happy,normal,2,2,audio,speech,3.837,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-03-02-01-01-21.wav,03-01-03-02-01-01-21.wav,21,male,3,happy,strong,1,1,audio,speech,3.804,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-03-02-01-02-21.wav,03-01-03-02-01-02-21.wav,21,male,3,happy,strong,1,2,audio,speech,3.937,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-03-02-02-01-21.wav,03-01-03-02-02-01-21.wav,21,male,3,happy,strong,2,1,audio,speech,3.67,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-03-02-02-02-21.wav,03-01-03-02-02-02-21.wav,21,male,3,happy,strong,2,2,audio,speech,3.804,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-04-01-01-01-21.wav,03-01-04-01-01-01-21.wav,21,male,4,sad,normal,1,1,audio,speech,4.304,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-04-01-01-02-21.wav,03-01-04-01-01-02-21.wav,21,male,4,sad,normal,1,2,audio,speech,4.605,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-04-01-02-01-21.wav,03-01-04-01-02-01-21.wav,21,male,4,sad,normal,2,1,audio,speech,4.071,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-04-01-02-02-21.wav,03-01-04-01-02-02-21.wav,21,male,4,sad,normal,2,2,audio,speech,4.204,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-04-02-01-01-21.wav,03-01-04-02-01-01-21.wav,21,male,4,sad,strong,1,1,audio,speech,4.171,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-04-02-01-02-21.wav,03-01-04-02-01-02-21.wav,21,male,4,sad,strong,1,2,audio,speech,4.271,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-04-02-02-01-21.wav,03-01-04-02-02-01-21.wav,21,male,4,sad,strong,2,1,audio,speech,4.271,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-04-02-02-02-21.wav,03-01-04-02-02-02-21.wav,21,male,4,sad,strong,2,2,audio,speech,4.137,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-05-01-01-01-21.wav,03-01-05-01-01-01-21.wav,21,male,5,angry,normal,1,1,audio,speech,4.137,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-05-01-01-02-21.wav,03-01-05-01-01-02-21.wav,21,male,5,angry,normal,1,2,audio,speech,4.004,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-05-01-02-01-21.wav,03-01-05-01-02-01-21.wav,21,male,5,angry,normal,2,1,audio,speech,4.071,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-05-01-02-02-21.wav,03-01-05-01-02-02-21.wav,21,male,5,angry,normal,2,2,audio,speech,3.937,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-05-02-01-01-21.wav,03-01-05-02-01-01-21.wav,21,male,5,angry,strong,1,1,audio,speech,4.371,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-05-02-01-02-21.wav,03-01-05-02-01-02-21.wav,21,male,5,angry,strong,1,2,audio,speech,4.471,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-05-02-02-01-21.wav,03-01-05-02-02-01-21.wav,21,male,5,angry,strong,2,1,audio,speech,4.104,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-05-02-02-02-21.wav,03-01-05-02-02-02-21.wav,21,male,5,angry,strong,2,2,audio,speech,4.238,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-06-01-01-01-21.wav,03-01-06-01-01-01-21.wav,21,male,6,fearful,normal,1,1,audio,speech,3.67,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-06-01-01-02-21.wav,03-01-06-01-01-02-21.wav,21,male,6,fearful,normal,1,2,audio,speech,3.77,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-06-01-02-01-21.wav,03-01-06-01-02-01-21.wav,21,male,6,fearful,normal,2,1,audio,speech,3.971,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-06-01-02-02-21.wav,03-01-06-01-02-02-21.wav,21,male,6,fearful,normal,2,2,audio,speech,4.071,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-06-02-01-01-21.wav,03-01-06-02-01-01-21.wav,21,male,6,fearful,strong,1,1,audio,speech,3.971,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-06-02-01-02-21.wav,03-01-06-02-01-02-21.wav,21,male,6,fearful,strong,1,2,audio,speech,3.837,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-06-02-02-01-21.wav,03-01-06-02-02-01-21.wav,21,male,6,fearful,strong,2,1,audio,speech,3.77,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-06-02-02-02-21.wav,03-01-06-02-02-02-21.wav,21,male,6,fearful,strong,2,2,audio,speech,3.637,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-07-01-01-01-21.wav,03-01-07-01-01-01-21.wav,21,male,7,disgust,normal,1,1,audio,speech,3.804,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-07-01-01-02-21.wav,03-01-07-01-01-02-21.wav,21,male,7,disgust,normal,1,2,audio,speech,4.071,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-07-01-02-01-21.wav,03-01-07-01-02-01-21.wav,21,male,7,disgust,normal,2,1,audio,speech,3.637,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-07-01-02-02-21.wav,03-01-07-01-02-02-21.wav,21,male,7,disgust,normal,2,2,audio,speech,3.604,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-07-02-01-01-21.wav,03-01-07-02-01-01-21.wav,21,male,7,disgust,strong,1,1,audio,speech,4.071,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-07-02-01-02-21.wav,03-01-07-02-01-02-21.wav,21,male,7,disgust,strong,1,2,audio,speech,4.037,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-07-02-02-01-21.wav,03-01-07-02-02-01-21.wav,21,male,7,disgust,strong,2,1,audio,speech,4.171,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-07-02-02-02-21.wav,03-01-07-02-02-02-21.wav,21,male,7,disgust,strong,2,2,audio,speech,3.971,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-08-01-01-01-21.wav,03-01-08-01-01-01-21.wav,21,male,8,surprised,normal,1,1,audio,speech,3.503,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-08-01-01-02-21.wav,03-01-08-01-01-02-21.wav,21,male,8,surprised,normal,1,2,audio,speech,3.47,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-08-01-02-01-21.wav,03-01-08-01-02-01-21.wav,21,male,8,surprised,normal,2,1,audio,speech,3.47,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-08-01-02-02-21.wav,03-01-08-01-02-02-21.wav,21,male,8,surprised,normal,2,2,audio,speech,3.57,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-08-02-01-01-21.wav,03-01-08-02-01-01-21.wav,21,male,8,surprised,strong,1,1,audio,speech,3.637,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-08-02-01-02-21.wav,03-01-08-02-01-02-21.wav,21,male,8,surprised,strong,1,2,audio,speech,3.637,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-08-02-02-01-21.wav,03-01-08-02-02-01-21.wav,21,male,8,surprised,strong,2,1,audio,speech,3.47,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_21\03-01-08-02-02-02-21.wav,03-01-08-02-02-02-21.wav,21,male,8,surprised,strong,2,2,audio,speech,3.537,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-01-01-01-01-22.wav,03-01-01-01-01-01-22.wav,22,female,1,neutral,normal,1,1,audio,speech,3.637,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-01-01-01-02-22.wav,03-01-01-01-01-02-22.wav,22,female,1,neutral,normal,1,2,audio,speech,3.437,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-01-01-02-01-22.wav,03-01-01-01-02-01-22.wav,22,female,1,neutral,normal,2,1,audio,speech,3.604,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-01-01-02-02-22.wav,03-01-01-01-02-02-22.wav,22,female,1,neutral,normal,2,2,audio,speech,3.537,0
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-02-01-01-01-22.wav,03-01-02-01-01-01-22.wav,22,female,2,calm,normal,1,1,audio,speech,3.537,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-02-01-01-02-22.wav,03-01-02-01-01-02-22.wav,22,female,2,calm,normal,1,2,audio,speech,3.57,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-02-01-02-01-22.wav,03-01-02-01-02-01-22.wav,22,female,2,calm,normal,2,1,audio,speech,3.57,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-02-01-02-02-22.wav,03-01-02-01-02-02-22.wav,22,female,2,calm,normal,2,2,audio,speech,3.537,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-02-02-01-01-22.wav,03-01-02-02-01-01-22.wav,22,female,2,calm,strong,1,1,audio,speech,3.704,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-02-02-01-02-22.wav,03-01-02-02-01-02-22.wav,22,female,2,calm,strong,1,2,audio,speech,3.837,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-02-02-02-01-22.wav,03-01-02-02-02-01-22.wav,22,female,2,calm,strong,2,1,audio,speech,3.637,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-02-02-02-02-22.wav,03-01-02-02-02-02-22.wav,22,female,2,calm,strong,2,2,audio,speech,3.77,1
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-03-01-01-01-22.wav,03-01-03-01-01-01-22.wav,22,female,3,happy,normal,1,1,audio,speech,3.537,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-03-01-01-02-22.wav,03-01-03-01-01-02-22.wav,22,female,3,happy,normal,1,2,audio,speech,3.437,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-03-01-02-01-22.wav,03-01-03-01-02-01-22.wav,22,female,3,happy,normal,2,1,audio,speech,3.503,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-03-01-02-02-22.wav,03-01-03-01-02-02-22.wav,22,female,3,happy,normal,2,2,audio,speech,3.503,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-03-02-01-01-22.wav,03-01-03-02-01-01-22.wav,22,female,3,happy,strong,1,1,audio,speech,3.737,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-03-02-01-02-22.wav,03-01-03-02-01-02-22.wav,22,female,3,happy,strong,1,2,audio,speech,3.837,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-03-02-02-01-22.wav,03-01-03-02-02-01-22.wav,22,female,3,happy,strong,2,1,audio,speech,3.67,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-03-02-02-02-22.wav,03-01-03-02-02-02-22.wav,22,female,3,happy,strong,2,2,audio,speech,3.937,2
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-04-01-01-01-22.wav,03-01-04-01-01-01-22.wav,22,female,4,sad,normal,1,1,audio,speech,3.604,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-04-01-01-02-22.wav,03-01-04-01-01-02-22.wav,22,female,4,sad,normal,1,2,audio,speech,3.704,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-04-01-02-01-22.wav,03-01-04-01-02-01-22.wav,22,female,4,sad,normal,2,1,audio,speech,3.67,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-04-01-02-02-22.wav,03-01-04-01-02-02-22.wav,22,female,4,sad,normal,2,2,audio,speech,3.704,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-04-02-01-01-22.wav,03-01-04-02-01-01-22.wav,22,female,4,sad,strong,1,1,audio,speech,3.737,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-04-02-01-02-22.wav,03-01-04-02-01-02-22.wav,22,female,4,sad,strong,1,2,audio,speech,3.637,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-04-02-02-01-22.wav,03-01-04-02-02-01-22.wav,22,female,4,sad,strong,2,1,audio,speech,3.737,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-04-02-02-02-22.wav,03-01-04-02-02-02-22.wav,22,female,4,sad,strong,2,2,audio,speech,3.837,3
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-05-01-01-01-22.wav,03-01-05-01-01-01-22.wav,22,female,5,angry,normal,1,1,audio,speech,3.704,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-05-01-01-02-22.wav,03-01-05-01-01-02-22.wav,22,female,5,angry,normal,1,2,audio,speech,3.737,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-05-01-02-01-22.wav,03-01-05-01-02-01-22.wav,22,female,5,angry,normal,2,1,audio,speech,3.871,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-05-01-02-02-22.wav,03-01-05-01-02-02-22.wav,22,female,5,angry,normal,2,2,audio,speech,4.037,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-05-02-01-01-22.wav,03-01-05-02-01-01-22.wav,22,female,5,angry,strong,1,1,audio,speech,3.871,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-05-02-01-02-22.wav,03-01-05-02-01-02-22.wav,22,female,5,angry,strong,1,2,audio,speech,3.904,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-05-02-02-01-22.wav,03-01-05-02-02-01-22.wav,22,female,5,angry,strong,2,1,audio,speech,4.238,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-05-02-02-02-22.wav,03-01-05-02-02-02-22.wav,22,female,5,angry,strong,2,2,audio,speech,4.204,4
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-06-01-01-01-22.wav,03-01-06-01-01-01-22.wav,22,female,6,fearful,normal,1,1,audio,speech,3.57,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-06-01-01-02-22.wav,03-01-06-01-01-02-22.wav,22,female,6,fearful,normal,1,2,audio,speech,3.604,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-06-01-02-01-22.wav,03-01-06-01-02-01-22.wav,22,female,6,fearful,normal,2,1,audio,speech,3.67,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-06-01-02-02-22.wav,03-01-06-01-02-02-22.wav,22,female,6,fearful,normal,2,2,audio,speech,3.537,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-06-02-01-01-22.wav,03-01-06-02-01-01-22.wav,22,female,6,fearful,strong,1,1,audio,speech,3.57,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-06-02-01-02-22.wav,03-01-06-02-01-02-22.wav,22,female,6,fearful,strong,1,2,audio,speech,3.57,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-06-02-02-01-22.wav,03-01-06-02-02-01-22.wav,22,female,6,fearful,strong,2,1,audio,speech,3.67,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-06-02-02-02-22.wav,03-01-06-02-02-02-22.wav,22,female,6,fearful,strong,2,2,audio,speech,3.604,5
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-07-01-01-01-22.wav,03-01-07-01-01-01-22.wav,22,female,7,disgust,normal,1,1,audio,speech,3.704,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-07-01-01-02-22.wav,03-01-07-01-01-02-22.wav,22,female,7,disgust,normal,1,2,audio,speech,3.904,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-07-01-02-01-22.wav,03-01-07-01-02-01-22.wav,22,female,7,disgust,normal,2,1,audio,speech,3.804,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-07-01-02-02-22.wav,03-01-07-01-02-02-22.wav,22,female,7,disgust,normal,2,2,audio,speech,3.837,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-07-02-01-01-22.wav,03-01-07-02-01-01-22.wav,22,female,7,disgust,strong,1,1,audio,speech,4.238,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-07-02-01-02-22.wav,03-01-07-02-01-02-22.wav,22,female,7,disgust,strong,1,2,audio,speech,4.171,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-07-02-02-01-22.wav,03-01-07-02-02-01-22.wav,22,female,7,disgust,strong,2,1,audio,speech,4.204,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-07-02-02-02-22.wav,03-01-07-02-02-02-22.wav,22,female,7,disgust,strong,2,2,audio,speech,4.104,6
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-08-01-01-01-22.wav,03-01-08-01-01-01-22.wav,22,female,8,surprised,normal,1,1,audio,speech,3.537,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-08-01-01-02-22.wav,03-01-08-01-01-02-22.wav,22,female,8,surprised,normal,1,2,audio,speech,3.57,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-08-01-02-01-22.wav,03-01-08-01-02-01-22.wav,22,female,8,surprised,normal,2,1,audio,speech,3.437,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-08-01-02-02-22.wav,03-01-08-01-02-02-22.wav,22,female,8,surprised,normal,2,2,audio,speech,3.604,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-08-02-01-01-22.wav,03-01-08-02-01-01-22.wav,22,female,8,surprised,strong,1,1,audio,speech,3.57,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-08-02-01-02-22.wav,03-01-08-02-01-02-22.wav,22,female,8,surprised,strong,1,2,audio,speech,3.737,7
C:\Speech Emotion Recognition\notebooks\..\data\Raw\Audio_Speech_Actors_01-24\Actor_22\03-01-08-02-02-01-22.wav,03-01-08-02-02-01-22.wav,22,female,8,surprised,strong,2,1,audio,speech,3.704,7
